business_id,application_date,business_name,industry,region,years_in_business,employees,loan_amount,loan_purpose,loan_term,annual_revenue,monthly_expenses,cash_balance,existing_debt,monthly_debt_payments,credit_score,missed_payments,prior_defaults,collateral_type,collateral_value,debt_to_revenue_ratio,debt_service_coverage_ratio,loan_to_collateral_ratio,risk_score,risk_level,decision,interest_rate,pricing_tier,monthly_payment,total_repayment,total_interest_income,approval_probability
102,2025-06-22,Windhoek Construction,Construction,Karas,6,186,214254,Vehicle Purchase,48,12686733,419906,1879023,399031,53815,600,5,1,Property,4132595,0.03,11.84,0.05,12.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,13.86
103,2025-09-06,Luderitz Technologies,Agriculture,Otjozondjupa,12,234,1614243,Construction,48,10732710,160159,823620,1578882,40485,612,3,0,Livestock,3162955,0.15,18.14,0.51,25.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,28.49
104,2025-11-27,Otji Fishing,Construction,Oshana,8,119,481708,Expansion,60,10790103,62463,2807494,1404272,100969,825,8,1,Property,4213707,0.13,8.29,0.11,22.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,24.86
105,2025-06-11,Kunene Retail,Logistics,Kavango West,12,59,1949792,Vehicle Purchase,12,2573746,325444,1792149,1611050,107619,704,3,1,Vehicle,466919,0.63,-1.03,4.18,34.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,37.51
106,2025-10-12,Oshana Trading,Construction,Kavango East,9,190,2173004,Construction,48,10488931,82999,1030615,371980,87893,467,6,0,Equipment,4938917,0.04,9.0,0.44,-0.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
107,2025-04-10,Windhoek Farming,Mining Services,Oshikoto,11,235,2438585,Working Capital,24,2185331,717754,2369345,2752705,106197,670,4,0,Savings,3865619,1.26,-5.04,0.63,41.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,45.54
108,2025-08-27,Kalahari Manufacturing,Logistics,Oshana,25,207,1602905,Construction,36,14564227,35672,1026437,56488,111157,559,3,1,Equipment,4606184,0.0,10.6,0.35,39.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,43.34
109,2025-12-31,Kunene Logistics,Manufacturing,Karas,7,86,1618134,Payroll Support,12,6536912,21803,1661381,925834,59994,701,0,0,Savings,4081054,0.14,8.72,0.4,74.6,Medium Risk,Review,0.15,Elevated Risk Premium,146050.04,1752600.48,134466.48,82.06
110,2025-05-28,Oshana Supplies,Transport,Otjozondjupa,10,207,839463,Technology Upgrade,24,14155681,413304,273225,1232365,59015,548,2,0,Inventory,2818463,0.09,12.99,0.3,16.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,18.59
111,2025-12-05,Walvis Supplies,Agriculture,Erongo,9,67,1522319,Inventory,48,1033142,72950,1857401,1930315,68667,822,5,0,Equipment,3871373,1.87,0.19,0.39,43.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,47.85
112,2025-02-02,Swakop Food Services,Agriculture,Khomas,15,135,2203490,Vehicle Purchase,60,4848206,396372,1603580,3305150,19542,632,5,0,Livestock,4975035,0.68,0.39,0.44,14.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,16.17
113,2025-06-10,Kunene Fishing,Transport,Kavango East,19,56,1971366,Construction,12,14215924,676220,1151938,2642610,29847,768,4,0,Livestock,4012420,0.19,17.03,0.49,39.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,43.89
114,2025-04-10,Gobabis Technologies,Construction,Oshana,22,137,1915823,Payroll Support,60,9860243,704378,2817516,43980,95954,645,5,0,Property,807596,0.0,1.22,2.37,83.4,Low Risk,Approved,0.08,Standard Risk-Based Rate,38845.98,2330758.8,414935.8,91.74
115,2025-03-25,Etosha Manufacturing,Logistics,Oshana,13,56,1974258,Technology Upgrade,12,3276521,730152,2563772,982333,21755,598,0,0,Savings,1054149,0.3,-21.01,1.87,90.8,Low Risk,Approved,0.08,Standard Risk-Based Rate,171737.6,2060851.2,86593.2,99.88
116,2025-11-28,Katima Food Services,Manufacturing,Oshikoto,1,21,213538,Technology Upgrade,48,684767,223274,920257,3197666,25399,650,4,1,Property,3229227,4.67,-6.54,0.07,-29.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
117,2025-06-23,Otji Farming,Retail,Karas,16,221,590167,Working Capital,36,8336069,797057,2142271,2841077,86494,584,1,0,Property,3633791,0.34,-1.18,0.16,58.8,Medium Risk,Review,0.15,Elevated Risk Premium,20458.33,736499.88,146332.88,64.68
118,2025-04-14,Caprivi Retail,Technology,Otjozondjupa,3,227,302021,Vehicle Purchase,36,5440360,90470,502094,3877340,27323,777,5,0,Inventory,4690257,0.71,13.28,0.06,-16.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
119,2025-04-12,Kalahari Technologies,Technology,Khomas,15,4,372817,Expansion,24,13444016,181879,537551,1554788,8220,721,3,1,Vehicle,3229730,0.12,114.17,0.12,15.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,17.38
120,2025-04-06,Windhoek Transport,Mining Services,Khomas,2,90,332001,Inventory,48,4735516,399985,1038204,2579573,114488,494,5,1,Savings,409388,0.54,-0.05,0.81,-42.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
121,2025-05-19,Etosha Manufacturing,Agriculture,Erongo,19,214,1890394,Technology Upgrade,60,1534696,760506,2205351,2110962,101618,472,1,0,Equipment,234945,1.38,-6.23,8.05,60.7,Medium Risk,Review,0.15,Elevated Risk Premium,44972.34,2698340.4,807946.4,66.77
122,2025-12-07,Okavango Tours,Agriculture,Khomas,20,98,1421188,Vehicle Purchase,12,8266706,334920,2119414,3090086,49737,535,0,0,Inventory,2427921,0.37,7.12,0.59,65.0,Medium Risk,Review,0.15,Elevated Risk Premium,128274.03,1539288.36,118100.36,71.5
123,2025-05-11,Oshana Manufacturing,Construction,Hardap,17,142,1815172,Equipment Purchase,48,9174844,591637,2587370,1844130,49991,460,5,0,Savings,2333900,0.2,3.46,0.78,34.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,38.28
124,2025-05-19,Namib Retail,Mining Services,Hardap,1,163,1677743,Equipment Purchase,48,8727465,473461,2898791,1870904,19524,634,4,0,Property,375505,0.21,13.0,4.47,42.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,46.42
125,2025-11-22,Otji Logistics,Tourism,Otjozondjupa,16,40,2199394,Equipment Purchase,36,6543227,560590,2425182,2217836,77050,546,3,0,Equipment,2994980,0.34,-0.2,0.73,50.9,Medium Risk,Review,0.15,Elevated Risk Premium,76242.72,2744737.92,545343.92,55.99
126,2025-03-09,Katima Manufacturing,Transport,Erongo,1,6,1863770,Expansion,24,14238278,467153,2233639,1522026,48261,505,2,1,Inventory,630042,0.11,14.91,2.96,15.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,17.05
127,2025-11-06,Oshana Construction,Transport,Oshikoto,22,28,2003597,Equipment Purchase,48,7756704,548749,2178394,2670166,106403,584,6,0,Livestock,165350,0.34,0.92,12.12,30.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.33
128,2025-09-29,Otji Tours,Agriculture,Otjozondjupa,10,162,258071,Construction,12,764533,326046,2152471,1962939,19685,723,7,0,Savings,4133819,2.57,-13.33,0.06,24.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,27.17
129,2025-05-09,Caprivi Farming,Construction,Kavango West,4,192,1590775,Working Capital,36,9278878,230252,2363659,1497437,84367,725,5,1,Vehicle,2158626,0.16,6.44,0.74,20.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,22.88
130,2025-07-16,Otji Technologies,Logistics,Hardap,20,132,157236,Inventory,48,10281845,275403,1251059,596087,52727,833,7,0,Equipment,172064,0.06,11.03,0.91,46.4,Medium Risk,Review,0.15,Elevated Risk Premium,4376.0,210048.0,52812.0,51.04
131,2025-04-12,Namib Trading,Agriculture,Karas,13,221,2344027,Technology Upgrade,60,8042477,742749,286626,2636901,53057,766,6,0,Property,2299486,0.33,-1.37,1.02,-2.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
132,2025-01-02,Luderitz Food Services,Construction,Karas,11,47,354836,Equipment Purchase,48,10173604,715817,1463711,1169975,95749,793,4,1,Vehicle,1960358,0.12,1.38,0.18,31.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,34.54
133,2025-07-01,Erongo Trading,Food Services,Karas,13,243,527538,Construction,60,4737080,324696,575263,2991924,56712,617,1,1,Vehicle,1803493,0.63,1.24,0.29,4.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,5.28
134,2025-11-14,Windhoek Tours,Manufacturing,Oshikoto,22,121,181674,Construction,60,10516664,435887,1803849,1636870,56877,554,5,0,Inventory,867177,0.16,7.74,0.21,38.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,41.91
135,2025-12-26,Kunene Food Services,Retail,Kavango East,7,158,1441503,Technology Upgrade,24,7441875,574824,306309,1760897,29115,702,5,0,Equipment,2055446,0.24,1.56,0.7,-0.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
136,2025-09-14,Namib Construction,Tourism,Otjozondjupa,7,144,1263677,Payroll Support,24,5196796,186693,519501,3299701,94890,595,0,1,Vehicle,3201779,0.63,2.6,0.39,-2.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
137,2025-01-26,Otji Retail,Transport,Kavango East,13,176,2400814,Inventory,60,12287737,415124,1136136,80006,59394,835,1,0,Property,2714990,0.01,10.25,0.88,86.9,Low Risk,Approved,0.08,Standard Risk-Based Rate,48679.85,2920791.0,519977.0,95.59
138,2025-06-13,Okavango Transport,Construction,Khomas,7,80,2079108,Inventory,60,9889590,773509,1695994,517795,43511,562,6,0,Inventory,4089716,0.05,1.16,0.51,17.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,19.14
139,2025-08-14,Okavango Trading,Agriculture,Otjozondjupa,13,128,64349,Expansion,36,5796917,779380,814569,541071,80788,613,5,0,Equipment,3398191,0.09,-3.67,0.02,21.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,23.87
140,2025-09-30,Luderitz Technologies,Technology,Kavango East,19,161,344399,Inventory,24,7454207,277255,470539,2996953,92344,844,2,1,Equipment,4701456,0.4,3.72,0.07,26.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,28.93
141,2025-10-25,Katima Manufacturing,Agriculture,Kavango East,5,95,2260192,Technology Upgrade,36,13865848,419938,2002798,2508433,103173,528,4,1,Property,1374593,0.18,7.13,1.64,-6.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
142,2025-02-17,Etosha Supplies,Agriculture,Khomas,15,22,2067678,Vehicle Purchase,60,14274936,109317,418433,3205240,63173,460,3,0,Inventory,246543,0.22,17.1,8.39,-9.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
143,2025-05-14,Walvis Construction,Transport,Erongo,5,166,921701,Equipment Purchase,24,14137960,174144,2336619,766078,7890,840,8,0,Savings,1671968,0.05,127.25,0.55,36.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,40.26
144,2026-01-01,Okavango Tours,Tourism,Erongo,23,208,2478235,Vehicle Purchase,48,571399,592717,1421307,2353427,41648,514,3,0,Inventory,1185676,4.12,-13.09,2.09,36.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,40.48
145,2025-01-28,Okavango Construction,Logistics,Kavango West,14,229,2242514,Vehicle Purchase,24,13056318,649588,477982,3326764,70671,734,7,0,Livestock,1542265,0.25,6.2,1.45,-15.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
146,2025-03-25,Kalahari Supplies,Mining Services,Kavango West,16,152,1469871,Payroll Support,60,3976530,646503,790298,1801694,22321,772,3,0,Savings,3418476,0.45,-14.12,0.43,45.0,Medium Risk,Review,0.15,Elevated Risk Premium,34968.13,2098087.8,628216.8,49.5
147,2025-04-16,Windhoek Technologies,Mining Services,Kavango West,21,128,1958772,Payroll Support,12,7539546,198257,2699589,1076477,41946,829,1,0,Property,1509914,0.14,10.25,1.3,119.6,Low Risk,Approved,0.08,Standard Risk-Based Rate,170390.5,2044686.0,85914.0,100.0
148,2025-12-18,Okavango Transport,Retail,Khomas,10,93,925717,Vehicle Purchase,48,13679019,214492,52008,3194058,51258,657,7,0,Equipment,3532631,0.23,18.05,0.26,-36.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
149,2025-12-20,Walvis Retail,Food Services,Otjozondjupa,17,129,1978170,Expansion,12,8464660,792177,641605,1612502,28227,604,1,0,Savings,3774507,0.19,-3.07,0.52,44.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,49.06
150,2025-01-22,Katima Construction,Manufacturing,Erongo,9,82,446965,Expansion,48,3243496,346809,2834716,344777,114145,502,7,0,Vehicle,4313196,0.11,-0.67,0.1,30.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.99
151,2025-05-18,Walvis Supplies,Food Services,Erongo,8,36,383743,Inventory,24,2311502,784106,2809708,2982545,89465,690,2,1,Equipment,757749,1.29,-6.61,0.51,41.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,45.54
152,2025-04-21,Okavango Fishing,Logistics,Oshikoto,16,148,531344,Expansion,36,13199257,587806,2875258,977803,109495,749,0,0,Inventory,3641691,0.07,4.68,0.15,116.6,Low Risk,Approved,0.08,Standard Risk-Based Rate,16650.39,599414.04,68070.04,100.0
153,2025-06-21,Katima Retail,Technology,Karas,21,60,1796045,Inventory,36,8076100,768689,520926,3946450,51446,836,7,1,Livestock,1848895,0.49,-1.86,0.97,-19.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
154,2025-06-15,Luderitz Manufacturing,Agriculture,Oshikoto,1,74,1485505,Vehicle Purchase,36,3981273,126980,2906965,3997740,99965,739,2,0,Vehicle,4705223,1.0,2.05,0.32,47.6,Medium Risk,Review,0.15,Elevated Risk Premium,51495.52,1853838.72,368333.72,52.36
155,2025-09-09,Oshana Fishing,Agriculture,Oshikoto,4,227,676758,Working Capital,36,9976456,486073,559167,1052150,97308,592,6,0,Savings,2889113,0.11,3.55,0.23,-12.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
156,2025-05-13,Kalahari Fishing,Construction,Kavango East,17,128,2289228,Payroll Support,24,8277128,704574,776232,3370101,83033,598,0,0,Vehicle,640177,0.41,-0.18,3.58,37.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,40.81
157,2025-02-18,Walvis Food Services,Tourism,Oshana,12,47,2188193,Equipment Purchase,48,3311783,249510,555359,1651452,39407,735,7,0,Equipment,2419925,0.5,0.67,0.9,0.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.11
158,2025-03-18,Kunene Technologies,Transport,Erongo,24,111,1653717,Construction,60,12114824,143789,2251114,501449,59737,590,3,0,Equipment,733161,0.04,14.49,2.26,81.0,Low Risk,Approved,0.08,Standard Risk-Based Rate,33531.42,2011885.2,358168.2,89.1
159,2025-06-15,Caprivi Farming,Technology,Kavango East,19,207,2160544,Equipment Purchase,36,13357030,227579,185928,2027027,81212,552,2,0,Savings,180869,0.15,10.9,11.95,21.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,23.21
160,2025-11-16,Walvis Fishing,Mining Services,Hardap,1,229,107930,Inventory,60,14775366,726362,1484531,1376522,3853,756,7,0,Savings,1349946,0.09,131.05,0.08,7.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,7.7
161,2025-03-12,Erongo Supplies,Mining Services,Kavango West,20,226,481362,Construction,60,12418170,171682,2138966,1806785,3466,501,6,0,Inventory,1384790,0.15,249.04,0.35,26.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.48
162,2025-05-16,Caprivi Logistics,Food Services,Oshikoto,8,116,84983,Expansion,48,6042347,52728,1216787,543185,77111,540,2,1,Equipment,1285433,0.09,5.85,0.07,18.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,20.79
163,2025-03-28,Etosha Supplies,Food Services,Karas,6,221,160519,Technology Upgrade,12,14950324,776257,2019472,1687546,117471,589,4,0,Equipment,995858,0.11,4.0,0.16,29.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,32.34
164,2025-03-02,Katima Tours,Mining Services,Kavango East,20,78,2134125,Payroll Support,24,9534258,758484,1908906,741879,117327,502,0,0,Vehicle,1684787,0.08,0.31,1.27,81.0,Low Risk,Approved,0.08,Standard Risk-Based Rate,96520.69,2316496.56,182371.56,89.1
165,2025-06-23,Kalahari Construction,Tourism,Oshana,2,207,136546,Technology Upgrade,36,3726291,318953,1685048,2689387,55229,627,8,0,Vehicle,135128,0.72,-0.15,1.01,-21.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
166,2025-10-25,Windhoek Logistics,Tourism,Oshikoto,1,10,1256543,Payroll Support,60,5424614,209308,2865928,2678788,31774,797,8,1,Livestock,2455363,0.49,7.64,0.51,-2.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
167,2025-07-14,Luderitz Manufacturing,Logistics,Otjozondjupa,10,12,809664,Working Capital,12,10563912,358575,1700927,1336261,65412,703,5,0,Livestock,910255,0.13,7.98,0.89,36.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,39.6
168,2025-12-04,Kalahari Logistics,Mining Services,Otjozondjupa,22,125,561369,Vehicle Purchase,12,11368376,35970,2286667,1040481,85026,511,7,0,Property,2419848,0.09,10.72,0.23,33.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,36.74
169,2025-08-13,Katima Tours,Construction,Khomas,3,226,514270,Payroll Support,12,1889048,201842,2088765,3832374,94326,814,3,0,Savings,3060257,2.03,-0.47,0.17,35.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,38.94
170,2025-04-24,Namib Transport,Retail,Oshana,9,166,2193260,Vehicle Purchase,60,10935972,374716,164410,2233133,45417,473,4,0,Property,4784256,0.2,11.82,0.46,-20.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
171,2025-06-21,Windhoek Food Services,Mining Services,Karas,9,53,1865558,Technology Upgrade,24,3535497,160587,2944758,390182,59219,833,5,0,Property,1014183,0.11,2.26,1.84,81.8,Low Risk,Approved,0.08,Standard Risk-Based Rate,84374.14,2024979.36,159421.36,89.98
172,2025-07-16,Luderitz Fishing,Manufacturing,Oshana,6,122,2294307,Equipment Purchase,36,13117130,383324,2080324,2133393,62158,670,1,0,Property,843236,0.16,11.42,2.72,58.3,Medium Risk,Review,0.15,Elevated Risk Premium,79532.91,2863184.76,568877.76,64.13
173,2025-03-24,Caprivi Logistics,Construction,Karas,25,124,120611,Payroll Support,60,1539533,72073,840231,328980,24890,515,2,0,Livestock,1842368,0.21,2.26,0.07,56.5,Medium Risk,Review,0.15,Elevated Risk Premium,2869.33,172159.8,51548.8,62.15
174,2025-08-22,Kunene Tours,Logistics,Hardap,19,245,2215601,Payroll Support,60,1304772,75490,1802676,1690379,27779,547,5,1,Property,3149358,1.3,1.2,0.7,12.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,13.53
175,2025-07-05,Otji Manufacturing,Technology,Kavango East,20,188,2101213,Equipment Purchase,24,12282330,299844,2174629,2749240,60057,679,0,0,Equipment,2239602,0.22,12.05,0.94,83.9,Low Risk,Approved,0.08,Standard Risk-Based Rate,95032.17,2280772.08,179559.08,92.29
176,2025-12-30,Erongo Logistics,Technology,Otjozondjupa,20,124,2098302,Equipment Purchase,36,4589287,556469,2543348,2129783,54160,700,1,0,Savings,3624894,0.46,-3.21,0.58,91.6,Low Risk,Approved,0.08,Standard Risk-Based Rate,65753.16,2367113.76,268811.76,100.0
177,2025-04-22,Kunene Food Services,Transport,Oshana,11,13,1871069,Technology Upgrade,36,4783879,568716,1403105,144636,9699,810,2,0,Vehicle,4953911,0.03,-17.53,0.38,78.1,Medium Risk,Review,0.15,Elevated Risk Premium,64861.22,2335003.92,463934.92,85.91
178,2025-03-20,Okavango Trading,Tourism,Erongo,15,78,272771,Vehicle Purchase,12,9212885,445013,2701427,1757615,95143,711,7,1,Equipment,1765759,0.19,3.39,0.15,24.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,26.51
179,2025-07-13,Swakop Tours,Tourism,Otjozondjupa,15,230,768235,Construction,60,5289926,93183,2940846,2019813,69460,634,6,1,Property,1980443,0.38,5.0,0.39,26.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.15
180,2025-12-29,Otji Construction,Manufacturing,Karas,13,212,1723185,Equipment Purchase,36,668959,588842,1235186,2915589,32626,647,3,1,Vehicle,3809215,4.36,-16.34,0.45,5.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,6.27
181,2025-08-20,Swakop Manufacturing,Food Services,Kavango West,23,163,525346,Working Capital,24,13615733,393895,2195276,436047,63481,651,3,0,Inventory,282927,0.03,11.67,1.86,85.1,Low Risk,Approved,0.08,Standard Risk-Based Rate,23759.98,570239.52,44893.52,93.61
182,2025-09-22,Katima Construction,Transport,Otjozondjupa,13,8,1847843,Payroll Support,60,10538658,710681,435919,3979224,111383,762,7,1,Savings,3249520,0.38,1.5,0.57,-41.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
183,2025-01-24,Gobabis Transport,Manufacturing,Khomas,10,104,1363685,Payroll Support,60,14940092,648579,1091587,428038,87574,627,7,0,Property,3747307,0.03,6.81,0.36,9.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,10.23
184,2025-08-15,Caprivi Tours,Mining Services,Kavango West,25,200,442349,Payroll Support,12,3551107,599798,215866,3238416,14246,667,4,1,Equipment,3237234,0.91,-21.33,0.14,-5.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
185,2025-11-20,Walvis Manufacturing,Manufacturing,Oshana,20,100,1399991,Payroll Support,12,4428552,779193,1715697,408775,58532,563,5,0,Livestock,860664,0.09,-7.01,1.63,46.5,Medium Risk,Review,0.15,Elevated Risk Premium,126360.82,1516329.84,116338.84,51.15
186,2025-09-15,Okavango Fishing,Logistics,Karas,10,147,984219,Working Capital,36,14774533,734114,1775175,1811604,76204,779,0,0,Equipment,2269911,0.12,6.52,0.43,80.3,Low Risk,Approved,0.08,Standard Risk-Based Rate,30841.85,1110306.6,126087.6,88.33
187,2025-02-08,Caprivi Technologies,Retail,Karas,23,22,2064034,Equipment Purchase,60,12074472,435158,1451242,2943894,3936,636,7,0,Livestock,2945415,0.24,145.08,0.7,11.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,12.87
188,2025-04-22,Kalahari Transport,Food Services,Oshana,16,231,2245771,Payroll Support,36,8369236,215723,1416396,970701,75649,753,1,0,Inventory,1771969,0.12,6.37,1.27,79.9,Medium Risk,Review,0.15,Elevated Risk Premium,77850.39,2802614.04,556843.04,87.89
189,2025-11-20,Erongo Manufacturing,Construction,Otjozondjupa,19,15,2361523,Equipment Purchase,36,1986458,708804,345463,3820621,7723,712,5,0,Equipment,1468362,1.92,-70.34,1.61,-1.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
190,2025-07-18,Kalahari Technologies,Food Services,Kavango West,13,182,1997700,Payroll Support,60,1742191,309406,2609919,2743872,38961,568,1,0,Savings,1668255,1.57,-4.22,1.2,63.1,Medium Risk,Review,0.15,Elevated Risk Premium,47525.14,2851508.4,853808.4,69.41
191,2025-02-19,Gobabis Farming,Technology,Erongo,19,92,2067593,Payroll Support,24,11783965,76885,2226726,2462308,9229,481,5,0,Vehicle,954830,0.21,98.07,2.17,26.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.15
192,2025-05-30,Kunene Technologies,Food Services,Hardap,18,204,1714466,Payroll Support,24,2644333,665284,2172475,1548119,41850,479,4,0,Property,2716466,0.59,-10.63,0.63,40.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,44.99
